trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,16,7.215312339729407,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,14,10.811242178298237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15723716631362761}",25,10,14.126448274338124,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.15567263036799731}",30,18,19.276868039759734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,12,12.431123087024085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",25,0,-9.947651528068393,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",25,5,15.88537140231881,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,0,37.206891967735736,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,1,-28.85871520518453,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",25,9,-49.00301585363023,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",20,12,-26.976153896424073,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",25,10,23.66491616964205,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14227407158651359}",20,11,13.924558934967234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",25,12,22.770687005618225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,5,-32.44830325328834,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",25,5,-10.929724142591537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",25,11,28.329852776163026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,8,12.013808665030988,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,0,32.766209219760825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",25,10,13.345374116043446,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",25,0,24.739333518958453,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.13002871087842591}",20,10,16.403161171828692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",25,14,18.95775662361507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",30,10,25.308350037367074,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,7,21.71898294418105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",20,6,8.049130588494556,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",25,4,15.18670562880678,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.12245642825298191}",25,3,13.74019137532077,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,0,35.361754008601984,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",20,4,15.675547561111959,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,12,3.041031826611939,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",25,11,10.496347066171623,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,11,18.910201496033782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,11,4.85110197518471,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",30,12,19.223782524054997,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,6,20.520993257789367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",35,19,23.88565718621649,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,0,-35.51235151196763,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",35,16,-31.056833785799885,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,0,-1.5397836147272612,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,0,30.51068421400817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.01, 'e': 0.10645850437925281}",20,16,4.940348066655285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,8,5.047618170622229,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10435048475476499}",20,1,31.742532636569887,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,0,14.104314807657818,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,15,13.892750736418304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,0,-14.29503002554151,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
230,False,"{'a': 0.01, 'e': 0.10025884372280371}",20,11,16.94641248911701,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.099261251559645658}",35,21,7.887947145327091,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.098273585604361544}",20,0,27.96848114530479,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.01, 'e': 0.097295747089532758}",25,5,17.317849009923965,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.096327638230493035}",20,6,13.21590376473086,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.095369162215549613}",25,8,27.921573896735097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.094420223196302347}",20,10,18.24749683496474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.093480726278058465}",20,13,11.681410173830887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",30,0,-5.134939641820798,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
239,False,"{'a': 0.01, 'e': 0.091629683877504836}",30,17,13.487180057689809,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.090717953289412512}",25,3,-53.469532165556814,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
241,False,"{'a': 0.01, 'e': 0.089815294572247628}",20,0,16.140090002971277,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.088921617459386343}",20,0,-18.124728608818213,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
243,False,"{'a': 0.01, 'e': 0.088036832582372548}",25,0,14.67598219776984,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.087160851461981298}",30,16,25.215734166752604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.086293586499370495}",25,0,31.253770966171256,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.01, 'e': 0.085434950967321233}",35,26,13.430207627293836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.084584859001564691}",25,3,-10.01440980696285,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.01, 'e': 0.083743225592195963}",20,0,25.47275240279323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.01, 'e': 0.082909966575172661}",25,14,-23.88322680031819,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,0,15.346002623455401,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.01, 'e': 0.081268239240891674}",25,8,26.05534826674763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.080459606749532439}",20,16,6.408335017439747,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.079659020285898011}",20,0,7.103304399268717,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.078866399790674946}",25,0,30.399514675304808,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.078081666001153127}",25,14,16.02275433983209,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.077304740443299741}",25,20,9.972338494752577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.076535545423911513}",30,5,29.53400322902182,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.075774004022845481}",20,0,29.363830838295325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.01, 'e': 0.075020040085326978}",30,12,30.89024781087849,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.074273578214333877}",35,19,16.18981572227218,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.073534543763057097}",25,2,33.22122741087837,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.072802862827435588}",30,19,8.09029154425962,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",25,7,18.022522070998793,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.071361269556386053}",20,0,-20.06702230705697,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
265,False,"{'a': 0.01, 'e': 0.070651213060429596}",20,9,18.811133158707563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.069948221744655356}",20,9,21.040264081112994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309345994}",25,17,16.592874243116615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.068563154154277911}",20,0,-16.691254402285285,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.01, 'e': 0.067880939371761442}",35,14,38.106534090057906,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.067205512739749756}",25,9,22.64595605213464,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.066536806715016855}",25,15,15.8921674565889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.065874754426402948}",25,0,-3.7098432197317557,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
273,False,"{'a': 0.01, 'e': 0.065219289668127525}",25,0,-2.246808472649912,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,16,8.363589997431358,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",25,0,32.87244885775977,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.01, 'e': 0.063291768359640704}",20,8,11.87033238977822,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.062662004742153152}",20,0,29.321254071303517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",25,0,-14.075960228472379,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
279,False,"{'a': 0.01, 'e': 0.061421213915000127}",20,8,19.566345448924046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.060810062625217952}",25,13,-19.647952104501886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.01, 'e': 0.060204992392373542}",25,7,22.841261644658097,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.059605942708939368}",25,14,18.871220190296818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.059012853669447841}",20,9,8.63744008233664,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.058425665964500828}",20,4,24.889760523509544,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,4,22.84194063512734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057268760265467358}",25,17,2.197506340586508,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.056698926579846903}",25,13,-18.65837187102516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,6,26.441711546429854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.055576212611483058}",20,6,25.599905733952287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.055023220056407231}",20,0,-14.584892506346725,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
291,False,"{'a': 0.01, 'e': 0.054475729869189859}",25,11,27.216067270667104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.053933687300356019}",20,0,23.068572576885934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",25,19,12.68287610820025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.052865728738350368}",20,0,19.008587493768612,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.01, 'e': 0.052339705948432381}",25,17,16.843731212961252,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.051818917172725833}",30,20,17.57060095724371,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.051303310331919108}",20,8,19.50593740384072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.050792833864898503}",20,10,12.487204798158826,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,13,13.754986963158007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",30,0,30.453164243127446,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",25,2,21.38819021408284,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.048801218362012962}",20,16,6.532785872564313,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.048315638126067768}",30,16,11.515112925865793,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.047834889494198368}",25,15,16.72150134091927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.047358924391140908}",30,1,36.754375368929686,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",25,6,29.285070125768875,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",25,9,21.840243457386,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",30,19,20.294960109496163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",25,4,24.70542642065216,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.045049202393557801}",20,6,20.08954660579889,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",25,0,31.84189452205165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",20,10,17.86994922123387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.043717797252750941}",20,2,13.59372153809494,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",20,5,-16.602253914772188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.01, 'e': 0.042852126867040187}",25,1,-5.3409748284290135,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",25,13,12.50590132604755,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.042003597903445551}",20,0,9.194715597732639,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
318,False,"{'a': 0.01, 'e': 0.041585655121173161}",20,0,19.794596919335945,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",20,13,10.566410397592378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.040762203978366211}",20,5,23.18079943625454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.040356613272031147}",20,0,29.73201679737168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,8,20.652072217553027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",30,9,27.8588441004649,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,9,18.73520789712346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.038774207831722009}",25,3,33.976793808004125,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",25,0,33.20859954203137,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",20,8,17.083579738430377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,11,15.90463855410918,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.037253849396215809}",30,20,17.163945705947082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036883167401239994}",25,0,35.984337179729245,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.01, 'e': 0.036516173753740402}",20,13,12.195684056256079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.036152831754046412}",20,0,34.14016868945149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.01, 'e': 0.035793105067655297}",20,0,27.90060275870544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.01, 'e': 0.03543695772159864}",30,12,26.60145214336534,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.035084354100845025}",20,16,8.226593540988642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.034735258944738563}",20,13,12.632157068405066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.034389637343472709}",20,14,12.553432316033524,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.034047454734599344}",20,13,9.45854882430902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.033708676899572396}",20,7,25.999356620273375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03337326996032608}",30,15,23.86810120361872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.033041200375886932}",20,11,11.138412512794297,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.032712434939019819}",20,0,-0.7562107861927935,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
343,False,"{'a': 0.01, 'e': 0.03238694077290704}",30,19,17.01504704658024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.032064685327860769}",25,0,28.24358135893433,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.01, 'e': 0.031745636378067939}",20,14,8.585657035528417,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03142976201836771}",20,0,27.19943446017074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.031117030661060859}",25,0,35.197910179341136,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,0,25.692186738181615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,8,20.342164570236076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.030197383422318501}",20,13,13.019539936325632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.029896914436926308}",30,18,25.96693097900314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029599435167891999}",20,16,7.775041515304796,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029304915867040746}",20,4,-29.568152512804048,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.01, 'e': 0.029013327082197053}",30,7,33.90444406443319,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.028724639654239423}",20,16,8.11625044714825,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,0,21.499332754626415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.01, 'e': 0.028155853680300096}",25,6,28.470287817746115,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.027875698255247015}",25,0,33.00707427341847,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.01, 'e': 0.027598330423249287}",30,21,15.770815724823088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.027323722447292559}",25,0,-19.445582683859143,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
361,False,"{'a': 0.01, 'e': 0.027051846866350416}",25,13,18.84950956673004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.026782676492638175}",20,15,7.044040538517177,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.026516184408894181}",20,5,21.56338299165642,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.026252343965687961}",20,0,21.7692353557365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.01, 'e': 0.025991128778755347}",30,3,41.338232467643444,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.02573251272635994}",20,4,21.628934002216575,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.025476469946681016}",25,19,9.734173118585641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
