trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.01, 'e': 0.00064259236035555734}",20,11,17.9458549776045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.01, 'e': 0.00063619845953850516}",25,14,18.6077789695104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.01, 'e': 0.00062986817909757402}",20,12,11.657039098560713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.00062360088599944447}",25,14,17.182591451758704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.01, 'e': 0.00061739595350958343}",25,16,15.428850320347753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.01, 'e': 0.0006112527611295723}",20,15,9.236370915584054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.01, 'e': 0.0006051706945350532}",20,0,33.194064259211586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.01, 'e': 0.00059914914551429809}",25,15,22.041018285696307,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.01, 'e': 0.00059318751190738704}",25,20,8.000072868231157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.01, 'e': 0.00058728519754599074}",20,11,19.30107388332424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.01, 'e': 0.00058144161219375557}",25,18,12.647422568241605,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.01, 'e': 0.00057565617148727611}",20,0,33.13993181918477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
747,False,"{'a': 0.01, 'e': 0.0005699282968776604}",25,7,30.384258725443036,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.01, 'e': 0.0005642574155726738}",25,7,29.23223479575945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.01, 'e': 0.00055864296047946108}",30,8,33.575684822733905,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.01, 'e': 0.00055308437014783363}",25,14,21.529411332837853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.01, 'e': 0.00054758108871412611}",30,9,39.324109189799344,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.01, 'e': 0.00054213256584560862}",20,0,26.565454226651635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
753,False,"{'a': 0.01, 'e': 0.00053673825668545483}",20,2,22.336270165940714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 0.00053139762179825294}",25,7,26.61357320173142,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 0.00052611012711606376}",30,14,26.102928085606976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.01, 'e': 0.00052087524388501219}",20,12,14.19814740681855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.01, 'e': 0.00051569244861241381}",25,3,33.16067798779582,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.01, 'e': 0.0005105612230144218}",20,10,17.923561150230192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.01, 'e': 0.0005054810539642003}",30,13,27.421500333739505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.01, 'e': 0.0005004514334406104}",20,15,9.80670109772082,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.01, 'e': 0.00049547185847740932}",25,10,28.913704853158713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.01, 'e': 0.00049054183111295053}",20,8,17.559615975822673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.01, 'e': 0.00048566085834038923}",20,5,24.688080842408265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.01, 'e': 0.0004808284520583803}",20,0,26.62580523947255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
765,False,"{'a': 0.01, 'e': 0.00047604412902226933}",30,21,10.038729119819015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.01, 'e': 0.00047130741079576537}",20,13,11.010330202237618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.01, 'e': 0.00046661782370309841}",20,9,17.122831984572287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.01, 'e': 0.0004619748987816513}",30,19,16.58722441414339,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.01, 'e': 0.0004573781717350623}",25,5,32.90989969538215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.01, 'e': 0.00045282718288679695}",25,13,18.21965951727588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.01, 'e': 0.00044832147713417755}",25,15,17.163121893867796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.01, 'e': 0.00044386060390287402}",20,3,28.091702377467666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.01, 'e': 0.00043944411710184546}",25,18,12.163262578759973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.01, 'e': 0.00043507157507873212}",20,16,7.4144288532237725,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.01, 'e': 0.00043074254057568753}",20,9,18.964446569410423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.01, 'e': 0.00042645658068565383}",25,0,32.150334172951474,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'a': 0.01, 'e': 0.00042221326680906996}",20,8,20.208817718620644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.01, 'e': 0.00041801217461101293}",20,11,16.021593632029713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.01, 'e': 0.00041385288397876164}",30,14,29.622974309247827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.01, 'e': 0.00040973497897978681}",20,16,10.80857664900746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.01, 'e': 0.00040565804782015651}",30,8,25.338863591948655,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.01, 'e': 0.00040162168280335808}",25,12,22.63839523668958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.01, 'e': 0.00039762548028952584}",30,18,19.945583688568934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.01, 'e': 0.00039366904065507829}",30,2,43.10375842228987,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.01, 'e': 0.00038975196825275448}",20,11,13.671175829401415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.01, 'e': 0.00038587387137205064}",30,6,38.07784358420125,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.01, 'e': 0.00038203436220004671}",20,6,23.05522207460475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.01, 'e': 0.00037823305678262576}",20,14,11.506252884397885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.01, 'e': 0.00037446957498607801}",25,14,18.885185490275422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.01, 'e': 0.00037074354045908822}",20,6,24.475495348507202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.01, 'e': 0.00036705458059509838}",20,11,17.183701699984685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.01, 'e': 0.00036340232649504782}",20,11,16.288969821116027,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.01, 'e': 0.00035978641293048274}",30,11,30.655489378593824,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.01, 'e': 0.00035620647830703403}",20,11,12.273322618583565,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.01, 'e': 0.00035266216462825575}",25,11,24.127872501435117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.01, 'e': 0.00034915311745982642}",20,0,35.13321171976547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
797,False,"{'a': 0.01, 'e': 0.00034567898589410494}",20,0,27.70683613576935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
798,False,"{'a': 0.01, 'e': 0.00034223942251503938}",20,1,28.021292954399325,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.01, 'e': 0.00033883408336342612}",25,7,33.85647959893301,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.01, 'e': 0.00033546262790251185}",35,23,20.04739100477506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.01, 'e': 0.00033212471898394095}",20,0,34.17654960797925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.01, 'e': 0.00032882002281403995}",20,16,5.338305717299377,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.01, 'e': 0.00032554820892043796}",35,13,32.512742250709074,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.01, 'e': 0.00032230895011901855}",20,0,25.3337349775673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
805,False,"{'a': 0.01, 'e': 0.00031910192248120326}",25,5,31.150653739955864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.01, 'e': 0.00031592680530155527}",20,10,16.613103309729503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.01, 'e': 0.00031278328106571065}",30,12,31.763943439080798,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.01, 'e': 0.00030967103541862623}",20,0,31.02561726333028,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
809,False,"{'a': 0.01, 'e': 0.00030658975713314368}",20,12,13.926726059967017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.01, 'e': 0.00030353913807886678}",25,17,15.633341213721907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.01, 'e': 0.00030051887319134789}",25,18,13.166827365231264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.01, 'e': 0.00029752866044158079}",30,2,47.45933707926044,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.01, 'e': 0.00029456820080579982}",25,12,19.399465525590198,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.01, 'e': 0.00029163719823557371}",20,16,8.796291138621429,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.01, 'e': 0.00028873535962820301}",25,11,17.65564214107095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.01, 'e': 0.00028586239479740869}",25,0,34.07330970623192,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.01, 'e': 0.00028301801644431358}",20,3,26.868915017858782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.01, 'e': 0.00028020194012871202}",25,11,25.31981701939304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.01, 'e': 0.00027741388424062572}",20,8,20.432387137159342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.01, 'e': 0.00027465356997214254}",20,12,18.676310988803873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.01, 'e': 0.00027192072128953476}",20,0,30.25724590599031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
822,False,"{'a': 0.01, 'e': 0.00026921506490565784}",25,20,7.88134642251011,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.01, 'e': 0.00026653633025261806}",30,16,26.34467638218759,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.01, 'e': 0.00026388424945471793}",35,12,35.36344651734819,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.01, 'e': 0.00026125855730166754}",20,2,28.445807672354764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.01, 'e': 0.00025865899122206351}",25,13,21.764898248863684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.01, 'e': 0.00025608529125713156}",20,4,25.63272188563424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.01, 'e': 0.00025353720003473039}",35,0,47.968381368525485,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
829,False,"{'a': 0.01, 'e': 0.00025101446274361402}",20,9,21.06567445267463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.01, 'e': 0.00024851682710795185}",20,6,24.91926775868961,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.01, 'e': 0.00024604404336209853}",25,14,17.496566608022725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.01, 'e': 0.00024359586422561879}",20,11,19.10596368208449,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.01, 'e': 0.00024117204487855885}",25,8,21.964689618891743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.01, 'e': 0.00023877234293696414}",20,4,25.34391090292627,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.01, 'e': 0.00023639651842864072}",25,0,35.74170590571691,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
836,False,"{'a': 0.01, 'e': 0.00023404433376915794}",30,9,33.01259707990788,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.01, 'e': 0.00023171555373808925}",25,11,18.70733714418082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.01, 'e': 0.00022940994545549173}",25,10,24.987021964907374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.01, 'e': 0.00022712727835861536}",30,19,16.442526432208453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.01, 'e': 0.00022486732417884819}",20,15,8.653509954542473,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.01, 'e': 0.00022262985691888897}",20,13,14.800411439060003,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.01, 'e': 0.00022041465283014714}",25,19,9.140668541828605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.01, 'e': 0.00021822149039036782}",20,10,14.267666467208052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.01, 'e': 0.00021605015028147939}",30,0,45.45510968646041,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
845,False,"{'a': 0.01, 'e': 0.00021390041536766149}",25,19,10.662970187137333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.01, 'e': 0.00021177207067363092}",20,12,14.527170594837056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.01, 'e': 0.00020966490336314539}",25,8,27.594363505386955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.01, 'e': 0.00020757870271771752}",30,5,34.62492929687118,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.01, 'e': 0.00020551326011554428}",20,11,16.403125484635297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.01, 'e': 0.00020346836901064417}",25,7,22.632968157768545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.01, 'e': 0.00020144382491220269}",35,28,11.533884700789415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.01, 'e': 0.00019943942536412282}",25,11,29.384802035987118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.01, 'e': 0.00019745496992477945}",20,10,18.40369963004882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.01, 'e': 0.00019549026014697459}",20,7,19.687795918556382,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.01, 'e': 0.00019354509955809383}",20,16,9.316180605782876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.01, 'e': 0.00019161929364045703}",25,10,25.952368690369212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.01, 'e': 0.00018971264981186754}",25,0,34.599446864003646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
858,False,"{'a': 0.01, 'e': 0.00018782497740635362}",25,13,20.2549922664459,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.01, 'e': 0.00018595608765510169}",25,13,16.931292692141366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.01, 'e': 0.00018410579366757919}",20,12,11.831603126099834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.01, 'e': 0.00018227391041284545}",25,6,34.14364459999922,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.01, 'e': 0.00018046025470104811}",25,0,38.20725882707465,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
863,False,"{'a': 0.01, 'e': 0.00017866464516510524}",25,15,16.852744253150767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.01, 'e': 0.00017688690224256659}",25,11,25.47199833195494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.01, 'e': 0.00017512684815765842}",20,7,18.761998379433827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.01, 'e': 0.00017338430690350557}",20,3,21.536654716069407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.01, 'e': 0.00017165910422453046}",20,0,31.58144525604504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
868,False,"{'a': 0.01, 'e': 0.0001699510675990275}",25,18,10.658369172772533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.01, 'e': 0.00016826002622191084}",30,21,18.778479349089736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.01, 'e': 0.00016658581098763324}",35,18,28.310704571936885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.01, 'e': 0.00016492825447327666}",20,4,24.23893029727664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.01, 'e': 0.00016328719092180806}",30,22,13.08535588780046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.01, 'e': 0.00016166245622550477}",20,0,24.314041030139997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
874,False,"{'a': 0.01, 'e': 0.00016005388790954318}",20,3,29.96676255386675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.01, 'e': 0.00015846132511575126}",30,13,22.31050479985405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.01, 'e': 0.00015688460858652242}",25,14,16.699691641207608,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.01, 'e': 0.00015532358064888985}",25,15,16.456745990234687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.01, 'e': 0.00015377808519875894}",25,11,26.15062663833723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.01, 'e': 0.00015224796768529644}",25,15,14.38610642316148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.01, 'e': 0.0001507330750954765}",20,1,25.872710849951908,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.01, 'e': 0.00014923325593877739}",25,13,18.3693562529739,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.01, 'e': 0.00014774836023203364}",25,16,15.511377189755082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.01, 'e': 0.00014627823948443712}",25,0,33.94893549482517,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
884,False,"{'a': 0.01, 'e': 0.000144822746682688}",30,19,18.671558072473967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.01, 'e': 0.00014338173627629318}",20,3,27.480058734035804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.01, 'e': 0.00014195506416301115}",20,0,32.51216268528868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
887,False,"{'a': 0.01, 'e': 0.00014054258767444143}",25,0,34.818488837882995,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
888,False,"{'a': 0.01, 'e': 0.00013914416556175865}",30,9,37.56336463220911,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.01, 'e': 0.0001377596579815859}",20,0,30.068901778673773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
890,False,"{'a': 0.01, 'e': 0.0001363889264820114}",30,24,10.206790156802256,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.01, 'e': 0.00013503183398874292}",20,16,6.491755125114308,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.01, 'e': 0.00013368824479140023}",30,23,12.6903516134413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.01, 'e': 0.00013235802452994389}",30,8,38.11663491494112,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.01, 'e': 0.00013104104018123928}",20,3,23.455529308730934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.01, 'e': 0.0001297371600457538}",20,11,19.240279998700707,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.01, 'e': 0.0001284462537343878}",25,0,37.237528758018506,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
897,False,"{'a': 0.01, 'e': 0.0001271681921554341}",20,8,18.33170683148643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.01, 'e': 0.00012590284750166984}",35,23,21.503528942930966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.01, 'e': 0.0001246500932375751}",35,16,25.293477821758305,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.01, 'e': 0.00012340980408667956}",20,13,11.473292230023254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.01, 'e': 0.00012218185601903451}",30,8,38.68926629854294,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.01, 'e': 0.00012096612623880994}",30,3,37.55815187452099,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.01, 'e': 0.00011976249317201468}",30,15,21.468207453525963,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.01, 'e': 0.00011857083645433882}",25,5,31.722743678580578,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.01, 'e': 0.00011739103691911796}",25,19,7.389460323260099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.01, 'e': 0.00011622297658541522}",25,15,15.965649348698804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.01, 'e': 0.00011506653864622381}",25,13,19.65846578375269,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.01, 'e': 0.00011392160745678613}",20,7,18.48171455889133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.01, 'e': 0.00011278806852302912}",20,12,15.178062301841196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.01, 'e': 0.00011166580849011478}",25,6,29.309552364794172,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.01, 'e': 0.0001105547151311046}",20,15,8.075443775850236,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.01, 'e': 0.00010945467733573657}",30,16,26.06289332416489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.01, 'e': 0.00010836558509931485}",20,0,27.54528211593303,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
914,False,"{'a': 0.01, 'e': 0.000107287329511708}",25,13,24.401753216234795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.01, 'e': 0.00010621980274645875}",30,14,-7.000889497827654,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
916,False,"{'a': 0.01, 'e': 0.00010516289805000093}",20,3,24.931956763156766,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.01, 'e': 0.00010411650973098415}",25,9,26.190536775613932,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
